"ID","TotalDelay"
"0",124.778385772914
"1",40.6337522441652
"2",124.778385772914
"3",40.6337522441652
"4",232.871753246753
"5",378.600858369099
"6",232.871753246753
"7",40.6337522441652
"8",40.6337522441652
"9",40.6337522441652
"10",124.778385772914
"11",124.778385772914
"12",40.6337522441652
"13",40.6337522441652
"14",40.6337522441652
"15",232.871753246753
"16",124.778385772914
"17",40.6337522441652
"18",40.6337522441652
"19",232.871753246753
"20",124.778385772914
"21",232.871753246753
"22",232.871753246753
"23",40.6337522441652
"24",232.871753246753
"25",232.871753246753
"26",232.871753246753
"27",232.871753246753
"28",40.6337522441652
"29",232.871753246753
"30",232.871753246753
"31",40.6337522441652
"32",124.778385772914
"33",40.6337522441652
"34",40.6337522441652
"35",232.871753246753
"36",124.778385772914
"37",40.6337522441652
"38",40.6337522441652
"39",378.600858369099
"40",232.871753246753
"41",124.778385772914
"42",124.778385772914
"43",40.6337522441652
"44",40.6337522441652
"45",124.778385772914
"46",124.778385772914
"47",40.6337522441652
"48",124.778385772914
"49",40.6337522441652
"50",40.6337522441652
"51",40.6337522441652
"52",40.6337522441652
"53",232.871753246753
"54",232.871753246753
"55",124.778385772914
"56",124.778385772914
"57",124.778385772914
"58",40.6337522441652
"59",40.6337522441652
"60",124.778385772914
"61",232.871753246753
"62",40.6337522441652
"63",124.778385772914
"64",124.778385772914
"65",378.600858369099
"66",124.778385772914
"67",40.6337522441652
"68",124.778385772914
"69",40.6337522441652
"70",232.871753246753
"71",40.6337522441652
"72",40.6337522441652
"73",124.778385772914
"74",378.600858369099
"75",40.6337522441652
"76",232.871753246753
"77",124.778385772914
"78",124.778385772914
"79",40.6337522441652
"80",40.6337522441652
"81",124.778385772914
"82",124.778385772914
"83",40.6337522441652
"84",40.6337522441652
"85",232.871753246753
"86",124.778385772914
"87",40.6337522441652
"88",232.871753246753
"89",40.6337522441652
"90",232.871753246753
"91",40.6337522441652
"92",378.600858369099
"93",40.6337522441652
"94",232.871753246753
"95",40.6337522441652
"96",40.6337522441652
"97",378.600858369099
"98",232.871753246753
"99",124.778385772914
"100",232.871753246753
"101",378.600858369099
"102",232.871753246753
"103",378.600858369099
"104",232.871753246753
"105",124.778385772914
"106",40.6337522441652
"107",232.871753246753
"108",40.6337522441652
"109",124.778385772914
"110",124.778385772914
"111",232.871753246753
"112",40.6337522441652
"113",40.6337522441652
"114",124.778385772914
"115",124.778385772914
"116",124.778385772914
"117",124.778385772914
"118",40.6337522441652
"119",378.600858369099
"120",378.600858369099
"121",40.6337522441652
"122",40.6337522441652
"123",124.778385772914
"124",232.871753246753
"125",40.6337522441652
"126",124.778385772914
"127",124.778385772914
"128",40.6337522441652
"129",124.778385772914
"130",40.6337522441652
"131",232.871753246753
"132",232.871753246753
"133",124.778385772914
"134",40.6337522441652
"135",40.6337522441652
"136",40.6337522441652
"137",40.6337522441652
"138",40.6337522441652
"139",232.871753246753
"140",378.600858369099
"141",232.871753246753
"142",40.6337522441652
"143",124.778385772914
"144",40.6337522441652
"145",378.600858369099
"146",124.778385772914
"147",40.6337522441652
"148",124.778385772914
"149",40.6337522441652
"150",378.600858369099
"151",124.778385772914
"152",40.6337522441652
"153",40.6337522441652
"154",124.778385772914
"155",40.6337522441652
"156",124.778385772914
"157",232.871753246753
"158",232.871753246753
"159",40.6337522441652
"160",40.6337522441652
"161",124.778385772914
"162",232.871753246753
"163",124.778385772914
"164",378.600858369099
"165",40.6337522441652
"166",378.600858369099
"167",124.778385772914
"168",232.871753246753
"169",378.600858369099
"170",378.600858369099
"171",124.778385772914
"172",40.6337522441652
"173",232.871753246753
"174",232.871753246753
"175",232.871753246753
"176",40.6337522441652
"177",232.871753246753
"178",232.871753246753
"179",124.778385772914
"180",232.871753246753
"181",124.778385772914
"182",232.871753246753
"183",40.6337522441652
"184",378.600858369099
"185",232.871753246753
"186",124.778385772914
"187",124.778385772914
"188",378.600858369099
"189",124.778385772914
"190",40.6337522441652
"191",40.6337522441652
"192",40.6337522441652
"193",378.600858369099
"194",40.6337522441652
"195",40.6337522441652
"196",124.778385772914
"197",232.871753246753
"198",40.6337522441652
"199",40.6337522441652
"200",40.6337522441652
"201",40.6337522441652
"202",232.871753246753
"203",40.6337522441652
"204",124.778385772914
"205",232.871753246753
"206",124.778385772914
"207",40.6337522441652
"208",232.871753246753
"209",40.6337522441652
"210",40.6337522441652
"211",124.778385772914
"212",40.6337522441652
"213",40.6337522441652
"214",124.778385772914
"215",40.6337522441652
"216",232.871753246753
"217",378.600858369099
"218",40.6337522441652
