"ID","TotalDelay"
"0",368.018101410819
"1",145.782333333333
"2",335.210166666667
"3",480.367066666667
"4",113.949295109726
"5",375.836033333333
"6",148.110066666667
"7",76.3896111877595
"8",13.714041104134
"9",161.820933333333
"10",144.3891
"11",58.7067476190476
"12",198.7302
"13",207.5623
"14",75.3560333333334
"15",507.381466666667
"16",36.4166333333333
"17",282.529833333333
"18",16.9586000143601
"19",532.0089
"20",143.9936
"21",377.085433333333
"22",135.310233333333
"23",490.8385
"24",100.978333333333
"25",533.581376190476
"26",112.086501754386
"27",440.540913532032
"28",16.0303649247703
"29",273.691666666667
"30",503.183233333333
"31",378.215966666667
"32",448.9141
"33",12.9390926474139
"34",193.8418
"35",121.658466666667
"36",138.006166666667
"37",52.6457853404357
"38",338.985866666666
"39",239.120652380952
"40",143.7068
"41",147.614533333333
"42",59.7944669077974
"43",138.7864
"44",287.493033333333
"45",220.007869087587
"46",467.491566666667
"47",119.56566742739
"48",91.4435184970166
"49",111.491444114464
"50",51.400885669005
"51",151.677505202551
"52",54.6760333333333
"53",126.737733333333
"54",304.00020418703
"55",51.9182466946664
"56",99.5696100562732
"57",36.7186337399341
"58",86.0257728442054
"59",76.3413928097909
"60",40.4731666666667
"61",375.565622691763
"62",213.823934140649
"63",223.896136446598
"64",267.470666078119
"65",337.3603
"66",68.02355
"67",137.472012943336
"68",242.958195238095
"69",49.9755024484869
"70",312.298066666667
"71",283.061132616507
"72",71.7979333333334
"73",49.6031397372742
"74",47.0339307986475
"75",182.787805527791
"76",58.8639062058231
"77",188.084290730986
"78",264.322501010101
"79",16.3747020349374
"80",47.6354966403162
"81",50.6073860899597
"82",40.6962236275619
"83",14.557722761437
"84",96.5276758416765
"85",176.662063781053
"86",64.1532675688195
"87",46.9691872814423
"88",48.5184997138047
"89",47.4796793065343
"90",33.1762273843557
"91",16.9962218956075
"92",48.0360309542569
"93",16.3993216732295
"94",321.162796390977
"95",71.6146871930738
"96",226.787167822563
"97",17.1407309636282
"98",141.644018449098
"99",18.8821812473668
"100",37.9031
"101",197.176394301994
"102",82.0320346432603
"103",142.442437916007
"104",67.986849678872
"105",110.364846664447
"106",18.5702837189664
"107",126.466861999338
"108",48.1213
"109",64.0792884153018
"110",17.9764450794662
"111",28.9499987500803
"112",18.0102621326071
"113",14.3847524116134
"114",135.2047
