"ID","TotalDelay"
"0",341.250539956803
"1",107.948031496063
"2",193.637733574442
"3",341.250539956803
"4",146.125984251969
"5",193.637733574442
"6",54.7155555555556
"7",54.7155555555556
"8",17.6057138894667
"9",193.637733574442
"10",107.948031496063
"11",17.6057138894667
"12",107.948031496063
"13",193.637733574442
"14",54.7155555555556
"15",500.526666666667
"16",54.7155555555556
"17",183.678111587983
"18",17.6057138894667
"19",500.526666666667
"20",107.948031496063
"21",341.250539956803
"22",107.948031496063
"23",500.526666666667
"24",107.948031496063
"25",500.526666666667
"26",107.948031496063
"27",341.250539956803
"28",17.6057138894667
"29",107.948031496063
"30",500.526666666667
"31",341.250539956803
"32",341.250539956803
"33",17.6057138894667
"34",183.678111587983
"35",107.948031496063
"36",107.948031496063
"37",17.6057138894667
"38",183.678111587983
"39",193.637733574442
"40",146.125984251969
"41",107.948031496063
"42",59.0164217804667
"43",107.948031496063
"44",193.637733574442
"45",193.637733574442
"46",341.250539956803
"47",107.948031496063
"48",107.948031496063
"49",107.948031496063
"50",54.7155555555556
"51",193.637733574442
"52",54.7155555555556
"53",107.948031496063
"54",193.637733574442
"55",54.7155555555556
"56",107.948031496063
"57",54.7155555555556
"58",54.7155555555556
"59",54.7155555555556
"60",54.7155555555556
"61",341.250539956803
"62",193.637733574442
"63",193.637733574442
"64",282.371794871795
"65",278.3125
"66",17.6057138894667
"67",193.637733574442
"68",193.637733574442
"69",54.7155555555556
"70",341.250539956803
"71",193.637733574442
"72",54.7155555555556
"73",54.7155555555556
"74",54.7155555555556
"75",193.637733574442
"76",54.7155555555556
"77",193.637733574442
"78",193.637733574442
"79",17.6057138894667
"80",54.7155555555556
"81",54.7155555555556
"82",17.6057138894667
"83",17.6057138894667
"84",107.948031496063
"85",107.948031496063
"86",54.7155555555556
"87",54.7155555555556
"88",54.7155555555556
"89",54.7155555555556
"90",17.6057138894667
"91",17.6057138894667
"92",54.7155555555556
"93",17.6057138894667
"94",341.250539956803
"95",107.948031496063
"96",193.637733574442
"97",17.6057138894667
"98",195.090909090909
"99",17.6057138894667
"100",54.7155555555556
"101",193.637733574442
"102",107.948031496063
"103",193.637733574442
"104",59.0164217804667
"105",107.948031496063
"106",17.6057138894667
"107",107.948031496063
"108",54.7155555555556
"109",54.7155555555556
"110",17.6057138894667
"111",54.7155555555556
"112",17.6057138894667
"113",17.6057138894667
"114",54.7155555555556
"115",17.6057138894667
"116",17.6057138894667
"117",385.936170212766
"118",54.7155555555556
"119",193.637733574442
"120",107.948031496063
"121",54.7155555555556
"122",17.6057138894667
"123",54.7155555555556
"124",17.6057138894667
"125",17.6057138894667
"126",107.948031496063
"127",193.637733574442
"128",17.6057138894667
"129",107.948031496063
"130",54.7155555555556
"131",17.6057138894667
"132",193.637733574442
"133",54.7155555555556
"134",54.7155555555556
"135",17.6057138894667
"136",54.7155555555556
"137",54.7155555555556
"138",54.7155555555556
"139",107.948031496063
"140",193.637733574442
"141",341.250539956803
"142",54.7155555555556
"143",146.125984251969
"144",17.6057138894667
"145",54.7155555555556
"146",107.948031496063
"147",17.6057138894667
"148",17.6057138894667
"149",107.948031496063
"150",54.7155555555556
"151",17.6057138894667
"152",54.7155555555556
"153",17.6057138894667
"154",193.637733574442
"155",54.7155555555556
"156",341.250539956803
"157",193.637733574442
"158",341.250539956803
"159",282.371794871795
"160",54.7155555555556
"161",341.250539956803
"162",54.7155555555556
"163",107.948031496063
"164",341.250539956803
"165",54.7155555555556
"166",54.7155555555556
"167",17.6057138894667
"168",54.7155555555556
"169",107.948031496063
"170",107.948031496063
"171",107.948031496063
"172",107.948031496063
"173",54.7155555555556
"174",193.637733574442
"175",107.948031496063
"176",107.948031496063
"177",17.6057138894667
"178",107.948031496063
"179",107.948031496063
"180",341.250539956803
"181",17.6057138894667
"182",17.6057138894667
"183",193.637733574442
"184",193.637733574442
"185",193.637733574442
"186",17.6057138894667
"187",54.7155555555556
"188",107.948031496063
"189",17.6057138894667
"190",107.948031496063
"191",54.7155555555556
"192",107.948031496063
"193",193.637733574442
"194",54.7155555555556
"195",193.637733574442
"196",17.6057138894667
"197",193.637733574442
"198",54.7155555555556
"199",17.6057138894667
"200",59.0164217804667
"201",54.7155555555556
"202",193.637733574442
"203",54.7155555555556
"204",17.6057138894667
"205",107.948031496063
"206",17.6057138894667
"207",17.6057138894667
"208",54.7155555555556
"209",17.6057138894667
"210",107.948031496063
"211",54.7155555555556
"212",17.6057138894667
"213",54.7155555555556
"214",17.6057138894667
"215",54.7155555555556
"216",54.7155555555556
"217",54.7155555555556
"218",17.6057138894667
"219",107.948031496063
"220",17.6057138894667
"221",54.7155555555556
"222",17.6057138894667
"223",17.6057138894667
"224",107.948031496063
"225",59.0164217804667
"226",385.936170212766
"227",218.091666666667
"228",146.125984251969
"229",17.6057138894667
"230",17.6057138894667
"231",341.250539956803
"232",500.526666666667
"233",107.948031496063
"234",54.7155555555556
"235",107.948031496063
"236",17.6057138894667
"237",17.6057138894667
"238",17.6057138894667
"239",107.948031496063
"240",54.7155555555556
"241",17.6057138894667
"242",54.7155555555556
"243",193.637733574442
"244",59.0164217804667
"245",54.7155555555556
"246",17.6057138894667
"247",17.6057138894667
"248",17.6057138894667
"249",54.7155555555556
"250",54.7155555555556
"251",193.637733574442
"252",341.250539956803
"253",341.250539956803
"254",59.0164217804667
"255",54.7155555555556
"256",107.948031496063
"257",193.637733574442
"258",107.948031496063
"259",54.7155555555556
"260",107.948031496063
"261",17.6057138894667
"262",54.7155555555556
"263",107.948031496063
"264",107.948031496063
"265",146.125984251969
"266",107.948031496063
"267",107.948031496063
"268",17.6057138894667
"269",107.948031496063
"270",195.090909090909
"271",17.6057138894667
"272",193.637733574442
"273",17.6057138894667
"274",17.6057138894667
"275",107.948031496063
"276",54.7155555555556
"277",107.948031496063
"278",17.6057138894667
"279",107.948031496063
"280",17.6057138894667
